test_index,test_name,matched_ids,score,true_id,correct,true_group,recall
0,shelestenkohennadiyo,{39211},0.5918003565062389,39211,True,{39211},1.0
1,malekoutipourh,{16532},0.6142292490118578,16532,True,{16532},1.0
2,tabatabaeisaakbar,"{13106, 20780, 16140, 40607}",0.7982456140350878,13106,True,{13106},1.0
3,cirekz,set(),0.33,11363,False,{11363},0.0
4,agarciamarvinr,set(),0.5427692307692308,30588,False,{30588},0.0
5,cherriam,"{49674, 26955, 18930}",0.7418181818181819,18930,True,{18930},1.0
6,alwaziraabdalwahhabm,{49358},0.6445977011494254,49358,True,{49358},1.0
7,pakkwangh,"{26168, 23516}",0.8345454545454547,26168,True,{26168},1.0
8,nurgalievrgumarovich,{35216},0.7753846153846154,35216,True,{35216},1.0
9,magomedovmm,{52071},0.6761904761904762,41017,False,"{41017, 52071}",0.5
10,ussalexanderv,{16395},0.6228571428571429,40268,False,{40268},0.0
11,novozhilovvf,set(),0.3891625615763547,36837,False,{36837},0.0
12,ishaqzaihljan,"{12624, 13157, 12127}",0.6918128654970761,12624,True,"{12624, 12127}",1.0
13,tupikinna,{45229},0.5552380952380953,45229,True,{45229},1.0
14,radomskayaevladimirovna,{23587},0.8275132275132275,23587,True,{23587},1.0
15,zaninvladislavy,{29887},0.6304347826086957,29887,True,{29887},1.0
16,alsehritmuserrefm,{26086},0.78008658008658,26086,True,{26086},1.0
17,altikritihamidrajas,"{8192, 8193, 8194, 8195, 10374, 9353, 9354, 7843, 7844, 7846, 7847, 7849, 7853, 7854, 7855, 7857, 7858, 7859, 7863, 7868, 7878, 7879, 7880, 7897, 9329, 9330, 9331, 9332, 8186, 8187, 8188, 8189, 8190, 8191}",0.7663333333333334,7859,True,"{10374, 7847, 7849, 9354, 7853, 7859, 9332, 9331, 7864, 8188, 8189}",0.9090909090909091
18,arredondobeltranjs,{40380},0.6190476190476191,40380,True,{40380},1.0
19,alsubaiykhalifamuhammadt,"{10896, 8597}",0.8334975369458129,10896,True,{10896},1.0
20,dmitrievaoksanag,{37316},0.5971509971509972,37316,True,{37316},1.0
21,sungatovaravilevich,{47680},0.8318840579710146,47680,True,{47680},1.0
22,bmansouramran,"{11378, 7932, 6365, 21286}",0.8233333333333334,7932,True,{7932},1.0
23,cabdullaahcmaxamed,{8092},0.7897233201581029,8092,True,{8092},1.0
24,khabirovrfaritovich,{40252},0.8335968379446641,40252,True,{40252},1.0
25,amonzone,set(),0.38362573099415204,13479,False,{13479},0.0
26,zayniyahjh,set(),0.46526315789473693,20883,False,{20883},0.0
27,acostasernarduvan,"{11550, 11551}",0.6856666666666666,11550,True,"{11550, 11239}",0.5
28,zlermadaniel,"{40376, 40377, 40378, 43836, 43837, 43838}",0.6385964912280702,43837,True,"{43836, 43837, 43838}",1.0
29,dcastelloncelina,{34121},0.7019762845849803,34121,True,{34121},1.0
30,vetsianevichap,{34771},0.5703557312252965,34771,True,{34771},1.0
31,kimwh,set(),0.44285714285714284,21443,False,"{26944, 21443, 23016, 27212, 20982}",0.0
32,almudallalmuhammadz,{21955},0.7663333333333334,21955,True,"{21955, 9932}",0.5
33,gusevdi,set(),0.3136842105263158,26671,False,"{35964, 26671}",0.0
34,abahussainmom,set(),0.5076923076923077,26081,False,{26081},0.0
35,kozaktr,set(),0.5272727272727273,34356,False,{34356},0.0
36,musugaa,set(),0.5111111111111112,16408,False,{16408},0.0
37,mangoushasm,{45852},0.5853801169590644,45852,True,{45852},1.0
38,alshakhanfahmadnuriali,{30886},0.852923076923077,30886,True,{30886},1.0
39,dukhvalovandreyp,{45863},0.8338235294117647,45863,True,{45863},1.0
40,almainukiabibnmuhammadibnali,{43637},0.8285204991087344,43637,True,{43637},1.0
41,yanukovychvfedorovych,"{16721, 16641}",0.7837606837606838,16641,True,{16641},1.0
42,allibiabuy,"{12888, 12843, 48700, 7150}",0.6761904761904762,12888,True,{12888},1.0
43,seliverstovvv,set(),0.4161904761904762,35526,False,{35526},0.0
44,qahiyemohameda,{39644},0.7450292397660818,39644,True,{39644},1.0
45,piskarevvi,set(),0.4202898550724638,37358,False,{37358},0.0
46,grigorenkody,set(),0.41823361823361827,35847,False,"{36377, 35847}",0.0
47,vassiliadeschristodoulosg,"{42057, 42060, 42061, 42066, 42067}",1.0,42057,True,{42057},1.0
48,akarey,set(),0.40888888888888897,31791,False,{31791},0.0
49,kusovivans,set(),0.5474358974358975,49418,False,{49418},0.0
50,lissovskisfodorovich,{35666},0.7753846153846154,35666,True,{35666},1.0
51,sviridenkoomikhailovich,{41184},0.8584045584045585,41184,True,{41184},1.0
52,alkhatunimabdulhamidsb,"{15591, 12840, 40396, 40399, 40400, 8884}",0.6094117647058823,40400,True,{40400},1.0
53,zyuganovga,set(),0.37090909090909097,35238,False,{35238},0.0
54,zahharmk,set(),0.391025641025641,9647,False,{9647},0.0
55,ryskinvmarkovich,{36958},0.672463768115942,36958,True,{36958},1.0
56,koganaborisovich,"{19035, 35645}",0.6453333333333333,35645,True,{35645},1.0
57,rageam,set(),0.44285714285714284,32796,False,{32796},0.0
58,alvarezalvarezw,"{12024, 11240}",0.7214285714285715,12024,True,{12024},1.0
59,antonovym,set(),0.5474358974358975,52668,False,{52668},0.0
60,tkachukan,set(),0.40888888888888897,45997,False,"{34949, 45997}",0.0
61,kovalchukskirillovich,"{33024, 40769, 35784, 35785, 16680, 21164, 27885, 35790, 35791, 26668, 26193, 30867}",0.7837606837606838,35784,True,"{35784, 35785}",1.0
62,ajahromimohammadjavad,{28003},0.8141538461538462,28003,True,{28003},1.0
63,altikritikbarzanihasan,"{8192, 8193, 8194, 8195, 10374, 9353, 9354, 7843, 7844, 7846, 7847, 7849, 7853, 7854, 7855, 7857, 7858, 7859, 7863, 7868, 7878, 7879, 7880, 7897, 9329, 9330, 9331, 9332, 8186, 8187, 8188, 8189, 8190, 8191}",0.7195767195767196,8189,True,"{10374, 7847, 7849, 9354, 7853, 7859, 9332, 9331, 7864, 8188, 8189}",0.9090909090909091
64,bashkirovav,set(),0.44242424242424244,42196,False,"{42196, 36765}",0.0
65,morozovov,set(),0.5076923076923077,37344,False,"{37344, 35682, 36827}",0.0
66,hirzallahnaimkraghib,"{47130, 47131, 47132, 47133, 47134}",0.8066666666666669,47133,True,{47133},1.0
67,barakaaliabedarahman,"{50561, 50721, 10050, 46468, 24038, 8265, 10042, 10043}",0.9177489177489178,46468,True,{46468},1.0
68,zgonzaleswricardo,"{8251, 8243, 8252, 8253}",0.6304347826086957,8253,True,{8253},1.0
69,kachanavanivanauna,{31950},0.6978461538461539,31950,True,{31950},1.0
70,jonygun,"{52289, 48262, 37516, 23212, 48269, 23091, 24979, 18559}",0.7155555555555555,48262,True,"{52289, 48262, 37516, 18559, 24979, 23091, 27743}",0.8571428571428571
71,timofeyevaov,set(),0.484,37375,False,{37375},0.0
72,pakermanovemarkovich,{42074},0.7753846153846154,42074,True,{42074},1.0
73,zdriliuksa,set(),0.536029411764706,17301,False,{17301},0.0
74,zaitsevaln,"{40133, 13091, 34781}",0.6527472527472529,40133,True,{40133},1.0
75,nikulovga,{22555},0.5700000000000001,22555,True,{22555},1.0
76,duplanjosephpr,set(),0.512,30583,False,{30583},0.0
77,rescobarcarlosj,{16459},0.5971014492753624,16459,True,{16459},1.0
78,csarabiaalejandro,"{8736, 17146, 17147, 17148}",0.7144927536231885,17147,True,{17147},1.0
79,kartimohamedaahmed,{45290},0.8657142857142858,45290,True,{45290},1.0
80,karpenkaiv,"{34945, 31674}",0.7038461538461539,34945,True,{34945},1.0
81,azadkm,set(),0.391025641025641,34076,False,{34076},0.0
82,najafisa,{21938},0.5694444444444444,47577,False,"{47577, 48652}",0.0
83,aytekmustafac,{46744},0.6918128654970761,46744,True,{46744},1.0
84,salpagarovaa,set(),0.46923076923076923,36856,False,{36856},0.0
85,molinalopezedario,"{32454, 30263}",0.7144927536231885,30263,True,{30263},1.0
86,uybavv,set(),0.28571428571428575,40253,False,{40253},0.0
87,akbarima,"{39576, 39577, 44866, 39579}",0.6355555555555555,27271,False,{27271},0.0
88,ketabachima,set(),0.4545454545454546,10857,False,{10857},0.0
89,hernandezsomerou,"{8600, 9976}",0.7341991341991343,9976,True,"{9976, 13371, 8600}",0.6666666666666666
90,hassanalikhaji,"{15649, 19428, 31373, 30544, 13108, 44603}",0.7473684210526317,19428,True,{19428},1.0
91,shahrestanihm,set(),0.5294117647058824,44962,False,{44962},0.0
92,rdiazjuliani,set(),0.45256410256410257,23135,False,{23135},0.0
93,harboledasandramilena,"{11939, 17028, 50533, 31145, 6703, 9983, 50517, 7226, 13371, 26397, 11935}",0.7048275862068965,9983,True,{9983},1.0
94,omurillojuancarlos,"{28548, 28006, 31532, 6861, 22256, 26554}",0.7565217391304349,28548,True,{28548},1.0
95,hilowleomarsali,{47446},0.7214285714285715,47446,True,{47446},1.0
96,zaytsevyv,set(),0.5076923076923077,41042,False,{41042},0.0
97,almadanihashemiaahmed,{52302},0.7293103448275863,52302,True,{52302},1.0
98,sorwartm,set(),0.4533333333333334,33955,False,{33955},0.0
99,musaahamdandaglo,{51028},0.7019762845849803,51028,True,{51028},1.0
100,ismailovomakhmudjonu,{48256},0.6236559139784947,48256,True,{48256},1.0
101,bashkinadavidovich,"{42196, 36765}",0.6717948717948719,36765,True,"{42196, 36765}",1.0
102,lacavaevangelistaralejandro,{26389},0.8475378787878789,26389,True,{26389},1.0
103,skakovskayaln,set(),0.4169934640522876,36862,False,{36862},0.0
104,aghahamanan,"{33574, 37959, 38318, 13105, 28978, 6938, 12795}",0.5853801169590644,6938,True,{6938},1.0
105,klishinma,set(),0.42000000000000004,21168,False,{21168},0.0
106,solodungnikolayevna,"{36868, 34380}",0.7663333333333334,36868,True,{36868},1.0
107,maghsoudihf,set(),0.5157894736842106,29806,False,{29806},0.0
108,yaroshukalexanderg,{36887},0.6251231527093597,36887,True,{36887},1.0
109,binaliktaher,{29850},0.7147058823529413,29850,True,{29850},1.0
110,shutovay,set(),0.391025641025641,40127,False,{40127},0.0
111,naajiaahmed,{40217},0.7978021978021979,40217,True,{40217},1.0
112,aliha,"{26699, 6916, 6924}",0.5694444444444444,26699,True,"{10384, 47178, 26699}",0.3333333333333333
