test_index,test_name,matched_ids,score,true_id,correct,true_group,recall
0,goldenstarco,"{24752, 40884}",1.0,24752,True,{24752},1.0
1,alshaykhdiyab,"{21957, 45669, 22061, 10485, 21941, 18591}",1.0,21957,True,"{22061, 21957}",1.0
2,jahantechrooyanpars,{17237},1.0,17237,True,{17237},1.0
3,sotogilyolandaesthela,{9391},1.0,9391,True,{9391},1.0
4,klaretaviationlimited,{41497},1.0,41497,True,{41497},1.0
5,villasanchezarnoldo,{15843},1.0,15843,True,{15843},1.0
6,belarusianoiltradehouse,"{46529, 10762, 10574, 32275, 34778, 33374}",1.0,10762,True,{10762},1.0
7,lihongri,{22609},1.0,22609,True,{22609},1.0
8,soodrahul,{52086},1.0,52086,True,{52086},1.0
9,safinlenarrinatovich,"{25449, 38978, 36869}",1.0,36869,True,{36869},1.0
10,titskiyantonrobertovich,{39200},1.0,39200,True,{39200},1.0
11,yaghoubimiabhossein,{26126},1.0,26126,True,{26126},1.0
12,lanatv,{26899},1.0,26899,True,{26899},1.0
13,npkfotonikalimitedliabilitycompany,{44849},1.0,44849,True,{44849},1.0
14,shargunovsergeyaleksandrovich,{35391},1.0,35391,True,{35391},1.0
15,vodolatskyvictorpetrovich,{37304},1.0,37304,True,{37304},1.0
